अंगभंग,amputate
अंगभंग,cut off a limb
अंगभमंगिमा,gesticulation
अंगभूत,integral
अंगमर्ष,pain
अंगमारी,blight
अंगरक्षक,body guard
अंगरक्षक,bodyguard
अंगरक्षक,gentleman
अंगरक्षक,guard
अंगरखा,frock
अंगरखा,vestment
अंगरखा,vest
अंगराग,cosmetics
अंगरेज़,englishman
अंगविक्षेप,gesticulation
अंगविद्या,physiognomy
अंगविन्यास,spasm
अंगशुद्धि,to clean up the body
अंगहीन,mutilated
अंगहीन,crippled
अंगार,cinder block
अंगार,embers
अंगार,coal
अंगार,cinder
अंगार,light
अंगार,ember
अंगारकारी,charcoal burner
अंगारधानी,coal cellar
अंगारधानी,fireplace
अंगारा,cinder
अंगारित,charred
अंगारी,brazier
अंगारे, burning coc
अंगारे, recedual burning fire wood in red hot condition.
अंगारे,burning coal
अंगीकरण,asserting
अंगीकरण,adoption
अंगीकरण,agreeing
अंगीकरण,acceptance
अंगीकार,acceptance
अंगीकार,acknowledgement
अंगीकार,adoption
अंगीकार,confession
अंगीकृत,accepted
अंगीकृत,avowed
अंगीकृत,adoptive
अंगीकृत,adopted
अंगीगार,adoption
अंगीठी,fireplace
अंगीठी,hearth
अंगीभूत,included
अंगीय,bodily
अंगीवाची,holonymy
अंगीवाची,whole to part relation
अंगुर,grapes
अंगुल,toe
अंगुल,finger
अंगुलबेढ़ा,felon
अंगुलबेढ़ा,whitlow
अंगुलाग्र,fingertip
अंगुलि,finger
अंगुलिनिर्देश,pointing out
अंगुलिमुद्रा,signet ring
अंगुलिमुद्रा,"signet 
ring"
अंगुलिमुद्रा,seal ring
अंगुशताना,thimble
अंगुश्ताना,thimble
अंगुष्ठ,thumb
अंगूठा,thumb
अंगूठी,finger ring
अंगूठी,band
अंगूर,grape
अंगूरकृषक,viticulturist
अंगूरकृषक,viniculturist
अंगूरी,vinaceous
अंगोच्छेदन,amputation
अंगोछना,wipe
अंगोछा,towel
अंगोपयोग,cannibalization
अंगोरा,angora
अंगोला,angola
अंगौछा,napkin
अंगौछा,serviette
अंग्रेज,pommy
अंग्रेज,sassenach
अंग्रेज,english
अंग्रेज़,the british
अंग्रेज़ी,british
अंग्रेजी,english
अंग्रेजीअ,english
अंचल,sector
अंचल,zone
अंचित,curved
अंचित,arched
अंजन,mascara
अंजन,antimony
सुरमा,antimony
अंजाम,result
अंजीर,fig
अंटाचित,senseless
अंटाचित,prostrate
अंटी,knot
अंटी,distaff
अंटी,crossed fingers
अंटी,fold
अंठानवे,xcviii
अंठानवे,ninety eight
अंठी,adenoid
अंड,globe
अंड,universe
अंड,testicle
अंडकोष,testicle
अंडक,oocytes
अंडकोष,ball
अंडखोल,eggshell
अंडपहीन,acarpellous
अंडपहीन,acarpelous
अंडपीतक,egg yolk
अंडबंड,useless
अंडरआर्म,underarm
अंडवृत्त,ellipse
अण्डवृत्त,ellipse
अंडवृद्दि,hydrocele
अंडसमूह,spawn
अंडा,berry
अंडा,seed
अंडा,egg
अंडाकर्षण,castration
अंडाकार,oblong
अंडाकार,ovid
अंडाकार,ovoid
अंडाणु,ovum
अंडावरण,eggshell
अंडाशय,ovary
अंडे,eggs
अंत,border
अंत,end
अंत,ending
अंत,finale
अंत,fate
अंत,dissolution
अंत,death
अंत,close
अंत,tail
अंत,fag end
अंत,destruction
अंत,bottom
अंत:करोटि,endocranium
अंतः,interior
अंतः,inner
अंतःआदेश,interim order
अंतःकंकाल,endoskeleton
अंतःकरण,conscience
अंतःकोशिकी,intracellular
अंतःक्षेत्र,enclosure
अंतःक्षेप,injection
अंतःक्षेप,interpolation
अंतःक्षेपण,throw in
अंतःचक्र,inner wheel
अंतःनाभिकीय,inner nuclear
अंतःपट,curtain
अंतःपरजीवी,endoparasite
अंतःपरिधान,innermost garment
अंतःपाती,included
अंतःपुर,harem
अंतःप्रकीर्ण,interspersed
अंतःप्रकोष्ठ,cubital
अंतःप्रजनन,inbreeding
अंतःप्रजात,inbred
अंतःप्रवाह,infusion
अंतःप्रवेश,ingression
अंतःप्रश्न,inherent question
अंतःप्रादेशिक,inter state
अंतःप्रान्तीय,interprovincial
अंतःप्रेक्षण,introspection
अंतःप्रेरणा,intuition
अंतःभूस्तरी,sucker
अंतःराष्ट्रीय,international
अंतःविषय,interdisciplinary
अंतःशक्ति,inner strength
अंतःशक्ति,potency
अंतःशास्त्रीय,interdisciplinary
अंतःशुद्धि,inner purification
अंतःशेष,closing balance
अंतःशोषण,imbibition
अंतःशोषण,absorption
अंतःश्वसन,inhalation
अंतःश्वसन,breathing
अंतःसंचार,intercommunication
अंतःसंबंध,inter relation
अंतःसंबंध,interconnection
अंतःसगठन,internal organization
अंतःसत्व,spirit
अंतःसमुद्र,inland sea
अंतःसमुद्री,submarine
अंतःसम्पर्क,hook up
अंतःसरकार,interim government
अंतःसरकारी,intergovermental
अंतःसरण,infiltration
अंतःसरण,surreptitiously
अंतःसर्पी,telescopic
अंतःसागरी,submarine
अंतःस्तर,interstratum
अंतःस्त्राव,internal secretion
अंतःस्त्रावी,percolating
अंतःस्थ,intermediate
अंतःस्थ,interposed
अंतःस्थ,interior
अंतःस्थल,median
अंतःस्थल,central reservation
अंतःस्थल,median strip
अंतःस्थलीय,inland
अंतःस्था,medulla
अंतःस्पंदन,infiltration
अंतःस्फुरण,inspiration
अंतःस्फोट,implosion
अंतअ,bottom
अंतअ,close
अंतक,death
अंतकर्त्ता,slayer
अंतकारी,fatal
अंतकारी,terminal
अंतकारी,causing death
अंतकाल,time
अंतकृत्,decorate
अंतड़ी,bowel
अंततः,ultimately
अंततः,in the fulness of time
अंततः,finally
अंततः,in the long run
अंततः,eventually
अंततम,latest
अंततोगत्वा,yet
अंततोगत्वा,ultimately
अंततोगत्वा,finally
अंततोगत्वा,eventually
अंततोगत्वा,in the end
अंतभाग,termination
अंतमुर्खी,introvert
अंतर,discrepancy
अंतर,clearance
अंतर,drop
अंतर,spacing
अंतर,differential
अंतर,distance
अंतर,difference
अंतर,piece
अंतर,discrimination
अंतर,gap
अंतरंग,interior
अंतरंग,near
अंतरंग,versant
अंतरंग,insider
अंतरंग,privy
अंतरंग,internal council
अंतरंग,private
अंतरंगता,familiarity
अंतरग्रथनअ,synapse
अंतरग्रथनीय,synaptic
अंतरण,transference
अंतरणीय,transferable
अंतरतम,nearest
अंतरपनन,arbitrage
अंतरराज्यिक,inter state
अंतरांग,innards
अंतरांग,viscera
अंतरांग,entrails
अंतरांग,"internal 
organ"
अंतरांग,viscus
अंतरांग,internal organ
अंतरांगी,visceral
अंतराकाशी,interstitial
अंतराकोशिक,intercellular
अंतरागम,influx
अंतराग्रहीय,interplanetary
अंतराणुक,intermolecular
अंतरातंत्रिका,interneural
अंतरातारक,interstellar
अंतरात्मक,differential
अंतरात्मा,the inner woman
अंतरात्मा,the inner man
अंतरात्मा,"the inner 
man"
अंतरादान,interlending
अंतराधातुक,intermetallic
अंतरानासिक,inter nasal
अंतरानुभागीय,intersectional
अंतरापत्रित,interleave
अंतरापरमाणुक,interatomic
अंतरापर्वतीय,intermontane
अंतरापर्शुक,intercostal
अंतरापृष्ठ,interface
अंतरापेशी,intramuscular
अंतरामिश्रित,intermixed
अंतराल,discontinuity
अंतराल,cusp
अंतराल,time lapse
अंतराल,lacuna
अंतराल,time lag
अंतराल,lag
अंतराल,interregnum
अंतराल,interval
अंतराल,hiatus
अंतराल,spacing
अंतरालन,spacing
अंतरालरहित,unspaced
अंतरावंशीय,intergeneric
अंतरावधि,interval
अंतरावरोधन,interception
अंतरावलंबन,interdependence
अंतरावलंबित,interdependent
अंतरावलोकन,introspection
अंतरिक,in
अंतरिक्ष,space
अंतरिक्षवासी,extraterrestrial
अंतरित,subtended
अंतरित,transfered
अंतरित,spaced
अंतरिती,transferee
अंतरिम,interim
अंतरिमकाल,interim
अंतरीप,headland
अंतरीप,cape
अंतरीय,inner
अंतरीय,differential
अंतर्कथा,episode
अंतर्कालीन,interim
अंतर्गत,hidden
अंतर्गत,included
अंतर्गतपत्र,enclosure
अंतर्गति,mental process
अंतर्गम,inlet
अंतर्गामी,ingressive
अंतर्गुफन,interweaving
अंतर्गुफन,intertwining
अंतर्गुम्फन,interlacing
अंतर्गृह,inner apartment
अंतर्ग्रथन,dovetailing
अंतर्ग्रसन,involve
अंतर्ग्रस्त,involved
अंतर्ग्रस्त,implicit
अंतर्ग्रहण,uptake
अंतर्ग्रहण,intake
अंतर्ग्राहिक,interplanetary
अंतर्घट्ट,wedged
अंतर्घट्ट,impacted
अंतर्घाती,insidious
अंतर्जनजातीय,intertribal
अंतर्जलीय,subaqueous
अंतर्जलीय,subaquatic
अंतर्जलीय,submerged
अंतर्जातिक,intercaste
अंतर्जाल,internet
अन्तर्जाल,internet
अंतर्ज्ञान,hunch
अंतर्ज्ञानी,intuitive
अंतर्ज्ञेयवाद,intuitionism
अंतर्तम,innermost
अंतर्तम,inmost
अंतर्तारकीय,interstellar
अंतर्त्वचा,hypodermis (adj. hypodermic)
अंतर्देशीय,inland
अंतर्द्वंद,dialectics
अंतर्धारा,undertide
अंतर्निहित,ingrained
अंतर्निहित,implied
अंतर्निहित,implicit
अंतर्निहित,underlying
अंतर्न्यास,insertion
अंतर्पट,loincloth
अंतर्परजीवी,entozoa
अंतर्प्रवाह,undercurrent
अंतर्बदल,reciprocal
अंतर्बदल,interchangeable
अंतर्बदल्,interchangeable
अंतर्बोध,intuition
अंतर्भाग,core
अंतर्भास,apocalypse
अंतर्भूस्तरी,tiller
अंतर्भौम,underground
अंतर्महाद्वीपीय,intercontinental
अंतर्मुखता,introversion
अंतर्मुखी,indrawn
अंतर्मुखी,withdrawn
अंतर्मुखी,introverted
अंतर्मुखी,introvert
अंतर्यामी,omniscient
अंतर्यामी,all knowing
अंतर्राज्यीय,interstate
अंतर्राष्ट्रीकरण,internationalisation
अंतर्राष्ट्रीकरण,internationalization
अंतर्राष्ट्रीय,international
अंतर्राष्ट्रीयतावाद,internationalism
अंतर्राष्ट्रीयतावादी,internationalistic
अंतर्राष्ट्रीयतावादी,internationalist
अंतर्लयन,assimilation
अंतर्लीन,disappear
अंतर्वर्ती,inter city
अंतर्वस्तु,contents
अंतर्वस्त्र,underclothing
अंतर्वस्त्र,underclothes
अंतर्वस्त्र,undies
अंतर्वस्त्र,underwear
अंतर्वस्त्र,undergarment
अंतर्वाह,inrush
अंतर्वाह,influx
अंतर्वाह,inflow
अंतर्विवाह,intermarriage
अंतर्विषयक,interdisciplinary
अंतर्वृत्त,in circle
अंतर्वेधी,penetrating
अंतर्शासकीय,intergovernmental
अंतर्शिरा,intravenous
अंतर्संघर्ष,innerconflict
अंतवर्तीय,intercrop
अंतस्थ,intermedial
अंतहीनता,infinity
अंतिम,utmost
अंतिम,the last ditch
अंतिम,uttermost
अंतिम,final
अंतिम,cut off
अंतिम,ultimate
अंतिम,net
अंतिम,definitive
अंतिम,bottom
अंतिम,last
अंतिमेत्थम,ultimatum
अंतेवासी,boarder
अंत्येष्टि,funeral
अंत्रवृद्धि,rupture
अंतड़ी,gut
अंदकारमय,bleak
अंदकारमय,dim
अंदर,within
अंदर,in
अंदर,inside
अंदर,inland
अंदरूनी,inward
अंदरूनी,internal
अंदरूनी,inner
अंदाज,mode
अंदाज,conjecture
अंदाज,manner
अंदाज़,style
अंदाज़ा,flavour
अंदाजा,idea
अंदाज़,gessing
अंदाज़ा,surmise
अंदेशा,jeopardy
अंदेशा,anxiety
अंदेशा,concern
अंधआ,blind
अंधकार,gloom
अंधकार,obscurity
अंधकार,obscureness
अंधकार,darkness
धुंधलापन,darkness
अज्ञानता,darkness
अंधकारपूर्ण,sombre
अंधकारपूर्ण,somber
अंधकारपूर्णता,somberness
अंधकारपूर्णता,sombreness
अंधकारमय,black
अंधकारमय,dull
अंधकारमय,darksome
अंधकारमय,gloomy
अंधकारमय,clouded
अंधकूप{कारागार},dungeon
अंधबिन्दु,blind spot
अंधभक्त,worshiper
अंधभक्त,worshipper
अंधविश्वास,superstition
अंधविश्वास,blind faith
अंधविश्वासी,superstitious
अंधा,blind
अंधा,unseeing
अंधा,sightless
अंधाधुंध,indiscriminate
अंधाधुंध,sweeping
अंधाधुंध,swoopstake
अंधाधुंध,blindly
अंधाधुंध,blind
अंधाधुन्द,excessive
अंधापन,blindness
अंधी,close
अंधेरा,dark
अंधेरा,black
अंधेरा,blind
अंधेरा,obscurity
अंधेरा,gloomy
अंधेरा,shadow
अंपायर,umpire
अंपायर,ump
अंबर,sky
अंबार,stack
अंबु,water
अंबुज,lotus
अंबुद,clouds
अंश,numerator
अंश,element
अंश,percentage
अंश,base
अंश,proportion
अंश,clip
अंश,degree
अंश,snatch
अंश,item
अंश,degree(s)
अंश,share
अंश,component
अंश,nugget
अंश,section
अंश,place
अंश,piece
अंशअ,slice
अंशकालिक,part time
अंशकालिक,part time
अंशकालिक,pt
अंशछादन,overlap
अंशजलीय,subaquatic
अंशजलीय,semiaquatic
अंशतः,half
अंशतः,in some measure
अंशदाता,contributor
अंशदान,contribution
अंशदायी,contributory
अंशधारी,stockholder
अंशधारी,shareowner
अंशधारी,share holder
अंशबोधक,partitive
अंशस्वामित्व,part ownership
अंशस्वामी,part owner
अंशांकन,calibration
अंशाधिपत्र,share warrant
अंशुमान,the sun
अंशोच्छेदन,ablation
अंस,point
अंसपेशी,pectoralis
अंसपेशी,pectoral muscle
अंसपेशी,pectoral muscle
अंसपेशी,pectoral
अंसपेशी,pecs
अंसपेशी,musculus pectoralis
अंसफलक,shoulder blade
अंसीय,pectoral
अआश्चर्यजनकपूर्वक,unsurprisingly
अइसन,such
अऋतुक्षरित,unweathered
अऔरत,she
अकंचन,pauper
अकठोरीकृत,untoughened
अकठोरीकृत,unhardened
अकठोरीकृत,untempered
अकड,perkiness
अकड़,stubborn
अकड़न,stiffness
अकथ,unsaid
अकथनीय,unspeakable
अकथनीय,terrible
अकथनीय,unutterable
अकथनीय,untellable
अकथनीय,unexpressible
अकथनीय,unmentionable
अकथनीय,ineffable
अकथनीय,inexpressible
अकथित,untold
अकथ्य,unutterable
अकबकाना,shock
अकरकरा,anacyclus pyrethrum
अकरण,inactivity
अकरण,inactiveness
अकरण,inaction
अकरणीय,impossible
अकर्डियन,squeeze box
अकर्डियन,accordion
अकर्डियन,squeeze box
अकर्डियनवादक,accordionist
अकर्तव्यनिष्ठ,unconscientious
अकर्तव्यनिष्ठा,unconscientiousness
अकर्तव्यपरायण,impious
अकर्तव्यपरायण,undutiful
अकर्तव्यपरायणता,undutifulness
अकर्तित,unshorn
अकर्तित,unsheared
अकर्म,inaction
अकर्म,inactiveness
अकर्म,inactivity
अकर्मक,intransitive
अकर्मण्य,lethargic
अकर्मण्यता,torpor
अकर्मण्यता,lethargy
अकर्मी,wicked
अकल,intelligence
अकलंकित,uncontaminated
अकलबीर,smart
अकलात्मक,unartistic
अकलात्मक,inartistic
अकलुषित,uncorrupt
अकल्पनाशील,sterile
अकल्पनाशील,unimaginative
अकल्पनाशील,prosaic
अकल्पनाशील,uninventive
अकल्पनीय,unimaginable
अकल्पनीय,unthinkable
अकल्पित,undreamed
अकल्पित,undreamed of
अकल्पित,unsuspected
अकल्पित,undreamt
अकल्पित,undreamt of
अकल्पित,real
अकल्पित,unimagined
अकल्मंद,wise
अकवचित,unarmoured
अकवचित,unarmored
अकशेरुकी,invertebrate
अकशेरुकी,spineless
अकष्टकर,pain free
अकष्टकर,unpainful
अकस्मात,circumstantially
अकस्मात,crash
अकस्मात,by chance
अकस्मात,unexpectedly
अकस्मात,incidentally
अकस्मात्,suddenly
अकस्मात्,unawares
अक़ाबा,aqaba
अकाचित,unvitrified
अकाट्य,bulletproof
अकाट्य,irrefutable
अकाट्य,unassailable
अकाट्य,cogent
अकाट्य,watertight
अकाट्य,compelling
अकाट्यता,cogency
अकाट्यतापूर्वक,cogently
अकादमिक,academic
अकादमी,academy
अकाबा,akaba
अकामोत्तेजक,unsexy
अकारण,lightly
अकारण,motiveless
अकारण,unprovoked
अकारण,wanton
अकार्बनिक,inorganic
अकार्य,inaction
अकार्य,inactiveness
अकार्य,inactivity
अकार्यकुशल,unbusinesslike
अकाल,early
अकाल,bad season
अकाल,premature
अकाल,untimely
अकाल,famine
अकालपक्व,precocious
अकालपक्वता,precociousness
अकालपक्वता,precocity
अकालपुष्पित,precocious
अकालप्रौढ़,precocious
अकालप्रौढ़ता,precocity
अकालप्रौढ़ता,precociousness
अकालविकसित,precocious
अकालिक,untimely
अकासबानी,oracle
अकिंचन,pauper
अकिंचन,beggar or a destitute
अकिण्वित,unfermented
अकिर्तित,unsung
अकिलीज़,achilles
अकिशिआ,acacia tree
अकीक,agate
अकीक,cornelian
अकीनी,achenial
अकीयाई,achaean
अकीयाई,achaian
अकीयावासी,achaian
अकीयावासी,achaean
अकीर्ति,opprobrium
अकीर्तिकर,inglorious
अकीर्तित,unsung
अकुल,lowborn
अकुला,agitation
अकुलाहट,uncomfortableness
अकुली,lowborn
अकुलीन,lowborn
अकुशल,inapt
अकुशल,tactless
अकुशल,untactful
अकुशल,maladroit
अकुशल,unmethodical
अकुशल,unskilled
अकुशल,inept
अकुशल,bad
अकुशल,inexpert
अकुशलता,ineptitude
अकृत,undone
अकृत,unperformed
अकृतज्ञ,ungrateful
अकृतज्ञ,unthankful
अकृतज्ञता,ungratefulness
अकृतज्ञता,ingratitude
अकृतज्ञता,unthankfulness
अकृतज्ञतापूर्वक,ungratefully
अकृतज्ञतापूर्वक,unappreciatively
अकृत्यकारी,wicked
अकृत्रिम,unfeigned
अकृत्रिम,unaffected
अकृत्रिम,genuine
अकृत्रिमता,unaffectedness
अकृरित,untilled
अकृषित,uncultivated
अकृषित,untamed
अकृष्टपूर्व,virgin
अकृष्य,uncultivable
अकृष्य,uncultivatable
अकेंथोलाइसिस,acantholysis
अकेंथोसाइटोसिस,acanthocytosis
अकेंथोसिस,acanthosis
अकेंथोसिसग्रस्त,acanthotic
अकेडिया,acadia
अकेडियाई,acadian
अकेन्द्री,acentric
अकेला,by myself
अकेला,alone
अकेला,forlorn
अकेला,solitary
अकेला,by myself
अकेला,unaccompanied
अकेला,lonely
अकेला,one
अकेला,single handed
अकेला,unattended
अकेला,desolate
अकेला,separate
अकेला,single
अकेला,lone
अकेला,all on own
अकेला,all on own
अकेला,only
अकेला,one and only
अकेला,all by myself
अकेला,isolated
अकेलापन,lonesome
अकेलापन,loneliness
अकेलापन,solitude
अकेले,by himself
अकेले,by herself
अकेले,on tod
अकेले,by yourselves
अकेले,"by 
ourselves"
अकेले,by ourselves
अकेले,"all by 
himself"
अकेले,"all by 
yourself"
अकेले,all by herself
अकेले,all by himself
अकेले,all by yourself
अकेले,on own
अकेले,"by 
himself"
अकेले,all by yourselves
अकेले,single handed
अकेले,single handedly
अकेले,by yourself
अकेले,solo
अकेशिया,acacia
अकैथेक्सिस,acathexis
अकैपुल्को,acapulco
अकैप्निया,acapnia
अकोमल,untender
अकोशिकीय,acellular
अकोशिकीय,noncellular
अकौन्ड्राइट,achondrite
अक्खड़,rude
अक्खड़,insolent
अक्खड़,impudent
अक्खड़,bumptious
अक्खड़,rebellious
अक्खड़पन,hubris
अक्खड़पन,rebelliousness
अक्खड़पन,defiance
अक्खड़पन,insolence
अक्खड़पन,impudence
अक्खड़पन,bumptiousness
अक्खड़पनअ,bravado
अक्टूबर,oct.
अक्टूबरफ़ेस्ट,oktoberfest
अक्टूबरफ़ेस्ट,octoberfest
अक्तुबर,october
अक्तूबर,oct
अक्तूबर,october
अक्रमतः,randomly
अक्रमतः,arbitrarily
अक्रमतः,haphazardly
अक्रमतः,indiscriminately
अक्रमतः,unsystematically
अक्रमतः,any which way
अक्रमतः,at random
अक्रमिकरण,randomization
अक्रिय,inoperative
अक्रिय,inert
अक्रियाशील,deactivate
अक्रियाशील,burn out
अक्रिस्टलित,uncrystallized
अक्रिस्टलित,uncrystallised
अक्रोट,wallnut
अक्लमंद,intellect
अक्लमंदी,wisdom
अक्लांत,unweary
अक्लांत,unwearied
अक्लांत,untired
अक्लोम,abranchious
अक्लोम,abranchial
अक्लोम,abranchiate
अक्लोम,gill less
अक्वेरियम,aquarium
अक्ष,axis
अक्षत,unhurt
अक्षत,unimpaired
अक्षत,untouched
अक्षत,intact
अक्षत,inviolate
अक्षत,virginal
अक्षतयोनि,virginal
अक्षतिग्रस्त,undamaged
अक्षधुरी,axis
अक्षम,nan
अक्षम,unqualified
अक्षम,incapable
अक्षम,incompetent
अक्षम,inert
अक्षम,inefficient
अक्षम,handicapped
अक्षमता,handicap
अक्षमता,unfitness
अक्षमता,incompetence
अक्षमता,incompetency
अक्षमता,inefficiency
अक्षमतापूर्वक,inefficiently
अक्षमाशील,unforgiving
अक्षमित,unforgiven
अक्षमित,unpardoned
अक्षम्य,black
अक्षम्य,unexcused
अक्षम्य,inexcusable
अक्षम्य,unpardonable
अक्षम्य,unforgivable
अक्षम्य,unjustifiable
अक्षय,unfailing
अक्षय,undisintegratable
अक्षयतीज,akshayateej
अक्षयतृतीया,akshayatriteeya
अक्षर,consonant
अक्षर,type
अक्षर,font
अक्षर,syllable
अक्षर,literally
अक्षर,letter
अक्षर,character
अक्षरम,name of hindu god vishnu
अक्षरलोप,syncopation
अक्षरशैली,face
अक्षांक्ष,circle
अक्षांश,latitude
अक्षांश,parallel of latitude
अक्षिकूप,orbit
अक्षिदंत,eye tooth
अक्षिसंकोच,connivance
अक्षुण्ण,unabated
अक्षुण्ण,unimpaired
अक्षुधाकारक,unappetizing
अक्षुधाकारक,unappetising
अक्षुब्ध,undisturbed
अक्षुब्ध,unruffled
अक्षुब्ध,unfretted
अक्सर,frequent
अक्सर,usually
अक्सर,commonly
अक्सर,oft
अक्सर,generally
अक्सर,often
अक्सर,many a time
अक्सर,"manys the 
time"
अक्सर,manys the time
अक्सर,manys the time that
अक्सीर,elixir
अक्‍खड़पन,chutzpah
अकड़,airs
अकड़ना,perk
अकड़ू,fastidious (hard to please)
अखंडता,wholeness
अखंडता,integrity
अखंडनीय,unanswerable
अखंडित,uncompartmented
अखंडित,exclusive
अखंडित,undivided
अखंडित,nonsegmental
अखंडित,unsegmented
अखंडित,unbroken
अखंड्,as a whole
अखण्ड,intact
अखण्डनीयता,irrevocability
अखती,akhatee
अखतीज,akhateej
अखबार,post
अखबारअ,paper
अखबारवाला,newsdealer
अखबारवाला,newsstand operator
अखबारवाला,newsvendor
अखबारवाला,newsagent
अखयतीज,akhayateej
अखरना,grate
अखरोट,walnut
अख़बार,newspaper
अखाड़ा,prize
अखाड़ा,circus
अखाडा,arena
अखाद्य,inedible
अखाद्य,uneatable
अखाड़ा,palestra
अखाड़ा,gymnasium
अखिलेश्वर,a name of lord shiva
अग,current
अगणनीय,uncountable
अगणित,numberless
अगणित,uncounted
अगत,unspent
अगम्य,unreachable
अगम्य,inaccessible
अगम्य,impassable
अगम्यता,inaccessibility
अगर,suppose
अगर,as long as
अगर,so long as
अगर,if
अगरबती,incense stick
अगरबत्ती,incense stick
अगरबत्ती,joss stick
अगरू,aloe
अगला,further
अगला,forward
अगला,next
अगला,the next
अगला,second
अगली,further
अगवा,kidnaped
अगवा,kidnapped
अगवा,abducted
अगस्त,august
अगस्त,aug
अगाध,unfathomable
अगाध,abysmal
अगिनबोट,steamboat
अगुंजायमान,nonresonant
अगुंजायमान,unreverberant
अगुआ,spearhead
अगुआई,initiative
अगुरु,uninitiated
अगुरु,teacherless
अगुवा,standard bearer
अग्नि,flame
अग्नि,fire
अग्निकाण्ड,conflagration
अग्निकुंड,firepit
अग्निकुण्ड,hearth
अग्निदाह,fire
अग्निमय,fiery
अग्निवर्धक,peptic
पाचक,peptic
अग्निशामक,fire extinguisher
